25.2166,670,431,702,595,1,1,3,1
25.2166,674,438,717,597,1,1,3,1
25.1587,669,438,702,600,1,1,3,1
25.1587,670,440,701,602,1,1,3,1
25.1587,670,439,702,602,1,1,3,1
25.1008,673,438,728,603,1,1,3,1
25.0429,670,439,702,602,1,1,3,1
24.9802,669,438,701,602,1,1,3,1
24.9802,669,451,706,602,1,1,3,1
24.8065,670,430,702,597,1,1,3,1
24.6907,673,439,730,589,1,1,3,1
24.6328,670,440,702,590,1,1,3,1
24.6328,669,439,702,591,1,1,3,1
24.6328,668,439,703,593,1,1,3,1
24.6236,670,439,729,601,1,1,3,1
24.6236,668,439,704,595,1,1,3,1
24.6283,669,438,704,586,1,1,3,1
24.6283,668,431,705,591,1,1,3,1
24.6283,672,444,730,604,1,1,3,1
24.5612,667,435,704,613,1,1,3,1
24.5033,668,439,703,607,1,1,3,1
24.5033,672,439,726,610,1,1,3,1
24.4454,669,438,703,614,1,1,3,1
24.4454,669,438,702,615,1,1,3,1
24.4454,668,438,703,616,1,1,3,1
24.4454,672,438,716,615,1,1,3,1
24.4454,668,430,702,614,1,1,3,1
24.4454,669,440,702,611,1,1,3,1
24.4454,668,439,702,610,1,1,3,1
24.4454,671,439,706,609,1,1,3,1
24.4454,668,438,700,609,1,1,3,1
24.4454,669,433,702,609,1,1,3,1
24.4454,672,438,703,610,1,1,3,1
24.4454,669,438,704,610,1,1,3,1
24.4454,668,437,703,609,1,1,3,1
24.4454,668,430,702,609,1,1,3,1
24.4454,675,443,716,608,1,1,3,1
24.4454,667,437,702,608,1,1,3,1
24.4454,669,439,702,608,1,1,3,1
24.4454,673,439,717,609,1,1,3,1
24.4454,669,439,702,610,1,1,3,1
24.4454,668,439,701,611,1,1,3,1
24.4454,668,449,703,610,1,1,3,1
24.4454,670,430,702,612,1,1,3,1
24.4454,669,440,703,611,1,1,3,1
24.4454,667,438,702,610,1,1,3,1
24.4454,671,438,730,610,1,1,3,1
24.4454,668,438,702,610,1,1,3,1
24.3875,668,439,702,611,1,1,3,1
24.3875,668,439,702,610,1,1,3,1
24.3875,669,438,723,611,1,1,3,1
24.3875,669,437,703,611,1,1,3,1
24.3296,668,435,703,610,1,1,3,1
24.3296,667,438,718,610,1,1,3,1
24.3296,668,429,702,610,1,1,3,1
24.3296,668,439,702,610,1,1,3,1
24.3296,671,439,729,610,1,1,3,1
24.3296,669,439,703,609,1,1,3,1
