27.1641,663,432,700,517,1,1,0,1
27.1123,662,433,694,517,1,1,0,1
27.1123,663,424,700,517,1,1,0,1
27.1123,667,441,698,517,1,1,0,1
27.1123,657,442,706,517,1,1,0,1
27.1123,663,430,700,517,1,1,0,1
27.0548,662,432,691,516,1,1,0,1
26.9974,663,433,701,516,1,1,0,1
26.9974,662,433,683,516,1,1,0,1
26.9974,663,433,700,516,1,1,0,1
26.9974,661,432,700,516,1,1,0,1
26.9974,661,425,700,516,1,1,0,1
26.9974,665,442,687,516,1,1,0,1
26.9974,658,429,702,515,1,1,0,1
26.9974,661,434,702,516,1,1,0,1
26.9974,661,433,702,516,1,1,0,1
26.9974,663,433,727,517,1,1,0,1
26.9974,660,432,702,517,1,1,0,1
26.9974,661,433,703,517,1,1,0,1
26.9974,661,433,702,517,1,1,0,1
26.9974,660,431,702,516,1,1,0,1
26.9974,661,426,700,517,1,1,0,1
26.9974,658,435,697,516,1,1,0,1
26.9974,659,432,702,516,1,1,0,1
26.9399,660,433,697,516,1,1,0,1
26.9399,660,433,702,517,1,1,0,1
26.9399,660,433,702,516,1,1,0,1
26.9399,661,432,701,517,1,1,0,1
26.9399,661,432,684,516,1,1,0,1
26.9399,660,433,702,516,1,1,0,1
26.9399,660,433,702,517,1,1,0,1
26.9399,662,433,700,516,1,1,0,1
26.9399,660,433,703,516,1,1,0,1
26.9399,661,433,702,517,1,1,0,1
26.9399,660,433,700,516,1,1,0,1
26.9399,657,432,702,516,1,1,0,1
26.9399,660,433,702,517,1,1,0,1
26.9399,661,432,701,516,1,1,0,1
26.9399,660,442,698,517,1,1,0,1
26.9399,660,431,702,517,1,1,0,1
26.8724,659,433,702,517,1,1,0,1
26.8724,660,433,702,516,1,1,0,1
26.8724,660,433,702,516,1,1,0,1
26.8724,661,433,708,517,1,1,0,1
26.8724,660,433,702,517,1,1,0,1
26.8724,660,433,702,516,1,1,0,1
26.8724,660,445,706,516,1,1,0,1
26.8149,663,432,724,516,1,1,0,1
26.8149,660,428,702,516,1,1,0,1
26.8149,660,434,703,517,1,1,0,1
26.8149,657,432,702,516,1,1,0,1
26.8149,658,433,696,517,1,1,0,1
26.8149,659,432,702,516,1,1,0,1
26.8149,659,433,703,516,1,1,0,1
26.8149,658,432,701,516,1,1,0,1
26.8149,656,432,704,517,1,1,0,1
26.8149,658,432,704,516,1,1,0,1
26.8149,658,444,708,517,1,1,0,1
26.7575,658,432,697,517,1,1,0,1
26.7575,657,433,704,517,1,1,0,1
26.7575,657,431,704,517,1,1,0,1
26.7575,657,424,704,517,1,1,0,1
26.7575,661,439,689,517,1,1,0,1
26.7575,655,432,703,516,1,1,0,1
26.7575,658,432,704,518,1,1,0,1
26.7575,656,432,704,517,1,1,0,1
26.7575,656,432,698,517,1,1,0,1
26.7575,656,432,703,517,1,1,0,1
26.7575,656,428,705,517,1,1,0,1
26.7,657,432,730,517,1,1,0,1
26.7,656,431,705,517,1,1,0,1
26.7,656,423,705,516,1,1,0,1
26.7,661,436,704,517,1,1,0,1
26.7,653,431,705,517,1,1,0,1
26.7,654,431,705,517,1,1,0,1
26.7,655,431,705,517,1,1,0,1
26.6425,655,430,704,516,1,1,0,1
26.6425,655,423,706,517,1,1,0,1
26.585,654,431,707,516,1,1,0,1
26.47,655,432,706,520,1,1,0,1
26.47,655,432,688,520,1,1,0,1
26.4602,655,432,704,520,1,1,0,1
26.4602,655,424,705,520,1,1,0,1
26.4027,655,431,706,521,1,1,0,1
26.4027,655,431,719,522,1,1,0,1
26.4027,655,431,707,523,1,1,0,1
26.4027,655,431,706,524,1,1,0,1
26.4027,656,431,705,523,1,1,0,1
26.4027,658,427,710,523,1,1,0,1
26.3452,656,432,706,522,1,1,0,1
26.3452,654,430,706,522,1,1,0,1
26.3452,655,431,705,521,1,1,0,1
26.3452,652,431,702,521,1,1,0,1
26.2878,656,430,705,521,1,1,0,1
26.2878,657,431,699,521,1,1,0,1
26.2878,655,431,706,521,1,1,0,1
26.2878,656,431,706,521,1,1,0,1
26.2878,655,431,706,521,1,1,0,1
