27.2002,665,438,704,508,1,1,1,1
27.2002,666,435,704,507,1,1,1,1
27.2002,662,438,704,507,1,1,1,1
27.2002,666,430,704,507,1,1,1,1
27.2002,669,445,705,508,1,1,1,1
27.2002,664,438,703,510,1,1,1,1
27.2002,666,437,704,514,1,1,1,1
27.2002,665,438,705,522,1,1,1,1
27.1442,661,439,709,534,1,1,1,1
27.1442,664,439,707,534,1,1,1,1
27.1442,663,437,706,535,1,1,1,1
27.1442,664,430,697,535,1,1,1,1
27.1442,662,431,709,535,1,1,1,1
27.0881,660,437,710,535,1,1,1,1
27.0881,658,437,705,535,1,1,1,1
27.0881,657,437,712,534,1,1,1,1
27.0881,659,439,711,535,1,1,1,1
27.0881,660,437,711,534,1,1,1,1
27.038,660,429,712,534,1,1,1,1
27.038,660,441,712,534,1,1,1,1
27.038,657,437,706,534,1,1,1,1
27.038,656,437,711,534,1,1,1,1
27.038,658,431,712,533,1,1,1,1
27.038,657,436,712,534,1,1,1,1
27.038,656,436,714,533,1,1,1,1
27.038,658,436,712,533,1,1,1,1
27.038,658,437,712,532,1,1,1,1
27.038,658,434,709,532,1,1,1,1
27.038,655,436,713,533,1,1,1,1
27.038,656,436,712,532,1,1,1,1
26.9819,657,436,711,533,1,1,1,1
26.9819,657,437,709,533,1,1,1,1
26.9716,658,437,709,533,1,1,1,1
26.9716,657,427,712,532,1,1,1,1
26.9716,658,436,709,532,1,1,1,1
26.9716,653,438,713,533,1,1,1,1
26.9716,657,436,712,533,1,1,1,1
26.9716,656,432,712,533,1,1,1,1
26.9716,650,436,713,532,1,1,1,1
26.9716,657,437,713,533,1,1,1,1
26.9716,657,436,712,532,1,1,1,1
26.9716,657,436,710,533,1,1,1,1
26.9155,654,436,709,532,1,1,1,1
26.9155,661,448,713,533,1,1,1,1
26.8595,657,436,713,533,1,1,1,1
26.8595,656,436,713,532,1,1,1,1
26.8595,656,436,712,533,1,1,1,1
26.8595,653,436,711,532,1,1,1,1
26.8595,656,436,714,532,1,1,1,1
26.8595,655,435,713,531,1,1,1,1
26.8595,657,440,716,529,1,1,1,1
26.8034,654,425,709,525,1,1,1,1
26.8034,659,440,713,523,1,1,1,1
26.7473,657,436,711,517,1,1,1,1
26.7473,656,437,706,514,1,1,1,1
26.7473,658,436,712,512,1,1,1,1
26.6913,657,436,712,512,1,1,1,1
26.6913,657,437,711,511,1,1,1,1
26.6352,659,437,708,510,1,1,1,1
26.6352,658,437,712,509,1,1,1,1
26.6352,657,434,712,509,1,1,1,1
26.6352,658,432,711,509,1,1,1,1
26.5791,657,448,712,508,1,1,1,1
26.5791,657,435,712,508,1,1,1,1
26.5791,658,437,712,507,1,1,1,1
26.5791,658,436,711,507,1,1,1,1
26.5791,661,436,711,506,1,1,1,1
26.5791,658,436,712,507,1,1,1,1
26.5791,659,436,712,507,1,1,1,1
26.5791,660,437,711,507,1,1,1,1
26.523,661,437,708,507,1,1,1,1
26.523,660,433,712,507,1,1,1,1
26.4669,663,446,712,507,1,1,1,1
26.4669,656,436,711,507,1,1,1,1
26.4669,660,436,708,508,1,1,1,1
26.4669,659,447,714,507,1,1,1,1
